N|O|20|3031220|7|1
N|O|15|1506150|9|1
N|O|2|373192|6|2
N|O|25|4327075|2|3
N|O|45|5905845|0|5
A|F|9|1645128|6|6
R|F|15|2162310|2|7
A|F|23|4231839|6|5
R|F|17|1574234|5|4
R|F|1|173783|4|6
A|F|13|2028858|8|8
R|F|36|4872420|0|5
R|F|8|1170048|4|0
A|F|16|2226384|6|3
R|F|21|3319407|2|1
A|F|6|1048104|4|2
A|F|41|7543713|5|7
R|F|34|5969890|8|8
R|F|41|7198985|6|4
R|F|19|2379465|3|2
A|F|15|1498635|3|4
N|O|39|7355322|2|4
A|F|8|1339016|9|2
N|O|17|2482935|6|2
N|F|25|2700450|4|1
R|F|14|1841574|9|1
N|O|1|96005|7|5
N|O|33|4823148|7|2
N|O|20|2106300|3|0
N|O|15|2073720|4|2
N|O|35|3514350|8|2
N|O|33|3039366|2|1
N|O|50|6111600|2|0
N|O|30|3724020|8|5
A|F|16|2245600|4|0
R|F|34|3359472|4|8
A|F|41|7387790|7|4
R|F|12|1878792|8|6
R|F|45|8279685|7|7
R|F|4|560600|2|0
N|O|4|648688|9|7
N|O|3|362190|0|8
N|O|45|8482410|6|1
N|O|24|3269904|0|6
N|O|31|3025817|4|6
A|F|12|1464372|0|0
N|O|44|5783404|10|6
R|F|4|748388|0|0
A|F|46|5889702|6|1
A|F|35|4460295|9|3
R|F|45|5883300|10|2
R|F|2|216236|7|2
A|F|48|8307984|2|0
R|F|14|1513652|9|0
N|O|19|2955735|5|6
N|O|24|3944976|7|7
A|F|3|282312|10|8
R|F|20|3473660|2|3
A|F|29|3454741|7|0
R|F|28|4722984|2|2
R|F|3|501531|2|8
R|F|33|4796715|3|6
R|F|29|2769645|4|0
R|F|46|8099910|9|0
A|F|6|1111170|3|8
R|F|1|97407|7|6
R|F|44|4365196|8|6
R|F|8|872152|9|6
R|F|8|992272|0|5
R|F|16|2376928|4|8
R|F|46|7980218|4|5
A|F|50|9419900|9|1
A|F|31|4552536|8|2
R|F|22|3924536|9|2
A|F|40|4340720|10|1
R|F|45|5369805|2|8
N|O|7|955122|5|2
R|F|8|770448|0|7
A|F|40|7455840|10|1
R|F|45|6838245|7|7
A|F|31|3817123|2|5
A|F|25|3150900|8|2
A|F|36|4919256|9|4
A|F|14|2644572|0|8
R|F|14|2130268|3|5
R|F|42|4772166|9|0
R|F|3|556785|8|6
R|F|6|1094952|0|5
N|O|50|7302750|7|8
N|O|26|4497532|2|7
N|O|27|3546207|5|8
N|O|29|2766745|10|6
N|O|44|8157380|1|5
R|F|34|3107634|5|8
R|F|20|3115300|0|6
R|F|28|4596872|8|3
R|F|49|5322282|4|5
A|F|49|7377440|1|8
A|F|20|3741940|6|6
N|O|39|7074249|1|5
N|O|33|4955280|9|3
N|O|35|5206530|5|8
R|F|22|2508528|6|8
A|F|9|1572156|8|0
R|F|50|6652100|6|4
N|O|31|4363250|0|3
N|O|49|5219284|8|5
N|O|36|6803928|2|2
N|O|19|3202982|7|7
N|O|31|4713891|10|4
N|O|25|4086825|7|5
N|O|6|611466|6|5
N|O|44|4708748|10|8
N|O|48|6217872|1|8
N|O|13|1772498|10|3
R|F|35|3339175|1|2
A|F|2|238258|5|4
A|F|5|459505|3|5
R|F|23|2620229|5|8
A|F|21|2367162|5|7
R|F|19|2423203|8|2
R|F|30|4528800|10|2
R|F|8|1150024|10|3
R|F|24|4545576|8|4
R|F|14|1386126|2|5
R|F|11|1943546|10|4
A|F|13|1396421|4|2
R|F|31|4642529|0|1
A|F|29|5446113|2|7
R|F|26|4718766|4|3
R|F|8|842520|10|7
A|F|26|3919760|10|4
N|O|30|2835120|5|1
N|O|13|2371096|3|0
A|F|21|1898400|1|8
R|F|41|5356240|8|7
A|F|12|1711824|8|7
A|F|48|6419664|2|7
R|F|20|2054240|4|1
R|F|10|1734830|6|3
A|F|35|3559885|7|6
A|F|3|370299|8|5
A|F|5|637685|1|2
A|F|50|7693150|5|4
R|F|18|3335310|6|7
A|F|9|1196478|7|4
R|F|26|4932174|7|1
A|F|34|5064572|9|4
A|F|5|876925|7|8
A|F|35|3808630|7|7
N|O|41|6940439|6|3
N|O|38|4161722|2|8
N|O|25|4349575|3|4
N|O|5|874920|3|8
N|O|31|3863654|4|8
N|O|41|6025196|2|0
N|O|47|6215374|4|4
N|O|16|2139888|3|1
A|F|9|1186569|9|5
R|F|17|2615671|7|5
A|F|41|4490279|0|6
A|F|29|3994663|9|0
R|F|12|1494408|6|1
A|F|46|7690142|0|4
A|F|9|963144|2|2
A|F|39|3619278|2|5
N|O|14|1953686|8|4
N|O|24|4418232|1|1
N|O|50|7412900|8|5
N|O|7|677642|6|1
N|O|18|2171340|4|8
N|O|36|5441796|3|2
N|O|14|1325856|1|7
A|F|31|3227534|9|7
A|F|41|7634036|5|0
A|F|4|541380|10|1
R|F|48|4685136|2|3
R|F|35|3787630|8|7
A|F|41|5963655|7|5
A|F|37|4233688|5|3
N|O|26|2686138|6|3
N|O|36|6339060|7|6
N|O|32|4962048|5|7
A|F|41|7391890|6|1
A|F|32|5766080|5|8
A|F|40|6358720|9|1
A|F|15|2800440|8|8
R|F|18|2137104|1|2
R|F|32|4846752|3|5
A|F|45|7788735|5|2
A|F|30|4684980|0|8
A|F|18|1821798|0|3
A|F|17|2067727|7|6
R|F|38|6843420|10|8
A|F|11|1732137|1|3
R|F|23|3976286|4|7
R|F|38|6409764|7|1
A|F|49|7519687|9|7
A|F|11|1889591|2|8
R|F|11|2004112|0|6
R|F|14|1702834|8|6
N|O|7|1096662|5|6
N|O|46|6585038|8|7
A|F|39|5563428|10|7
A|F|16|2532288|6|1
A|F|37|4448510|9|4
N|O|1|126836|8|3
N|O|42|6003984|7|5
N|O|40|7459840|9|2
N|O|19|2775064|8|0
N|O|32|4433536|8|6
R|F|42|5150544|5|6
A|F|46|5429242|7|1
A|F|40|6182560|6|1
R|F|2|358978|9|0
N|O|10|967060|2|5
N|O|17|1929891|9|6
N|O|46|7980218|7|4
N|O|42|5549964|1|5
N|O|13|1531751|2|6
N|O|11|1263064|9|6
N|O|24|4202040|5|2
R|F|14|1564094|9|2
A|F|25|4592325|0|5
R|F|22|2222220|10|0
R|F|25|4109350|7|1
A|F|39|5055921|1|2
R|F|18|2868642|0|1
R|F|41|5504004|10|1
R|F|2|242462|1|3
N|F|31|3367158|0|3
N|O|1|91101|4|7
N|O|3|374802|4|6
N|O|33|4714116|5|2
N|O|32|4936448|1|6
N|O|15|2408550|7|4
N|O|15|1482120|1|2
N|O|17|2357016|1|0
N|O|5|455000|4|3
N|O|22|3327742|5|4
N|O|45|6194115|9|8
N|O|12|1978488|8|8
N|O|37|6033701|2|0
N|O|40|4556920|1|5
N|O|39|4134624|0|8
R|F|1|123233|2|7
N|O|25|3551275|10|7
N|O|10|1608700|2|3
N|O|46|7644096|9|0
N|O|25|3796525|10|4
N|O|27|3294837|6|3
N|O|4|461300|0|4
N|O|46|7478312|5|0
N|O|35|4092410|10|8
N|O|8|1274152|10|0
N|O|23|2931051|2|5
N|O|12|1705824|2|8
N|O|4|394432|10|6
N|O|3|300030|7|8
N|O|22|3252854|7|0
N|F|42|6373962|3|0
A|F|5|482030|3|2
N|O|32|4247744|6|3
R|F|40|5854240|5|3
A|F|2|336356|9|0
R|F|33|4717416|8|5
N|O|36|4310244|2|6
N|O|42|5129544|5|1
N|O|1|176286|7|5
N|O|28|4666928|4|5
N|O|2|209628|4|3
N|O|45|8468910|1|0
N|O|38|6284250|8|4
N|O|38|3922094|10|1
N|O|45|8365275|10|1
N|O|32|3706400|4|1
N|O|28|5165832|7|7
N|O|24|2585208|6|1
N|O|42|6159552|10|2
N|O|44|5162388|5|8
N|O|45|6230160|4|6
N|O|11|1762970|1|2
A|F|22|3129544|4|2
A|F|17|1848206|7|5
R|F|19|2103680|8|1
A|F|42|7391370|8|8
A|F|11|1882991|5|6
A|F|31|3165472|5|1
N|O|32|4081184|0|2
N|O|1|111521|5|8
N|O|31|4689091|4|3
N|O|8|1488760|2|5
N|O|46|5903548|1|6
N|O|19|3206782|4|0
N|O|8|981856|0|8
N|O|23|3907217|4|6
N|O|9|1600983|4|3
N|O|49|5891270|10|2
N|O|45|5491440|6|7
N|O|50|8679150|6|5
N|O|22|3411408|7|3
N|O|48|7990848|0|5
N|O|10|1869960|1|8
N|O|50|6987450|1|0
N|O|40|4721120|8|1
N|O|22|2794792|0|5
N|O|36|5960700|0|1
N|O|40|6286680|3|8
N|O|26|3279536|4|3
N|O|38|6154898|8|5
N|O|3|354384|7|5
N|O|46|6285716|0|3
R|F|47|8553577|6|6
R|F|2|344364|2|6
N|O|19|3402672|8|5
N|O|37|4178114|1|4
N|O|40|6787160|5|2
N|O|10|1725820|9|2
R|F|6|925584|3|5
R|F|12|1465584|4|0
N|O|2|281700|9|8
N|O|20|3037220|9|7
N|O|44|4920124|1|1
N|O|21|3546438|6|2
N|O|34|3658978|8|2
N|O|6|617472|6|1
N|O|43|4537145|0|8
A|F|10|942040|3|2
A|F|38|5238186|10|7
R|F|11|1896202|0|2
R|F|34|3359472|9|3
R|F|32|3872960|1|7
R|F|25|2470200|4|8
N|O|11|1265275|1|6
N|O|28|3770032|3|2
N|O|15|2183325|2|0
N|O|9|1179369|4|0
N|O|11|1345652|6|2
N|O|23|2608729|0|1
N|O|30|4648920|7|5
N|O|23|3985509|5|7
N|O|12|1479996|1|6
N|O|46|5157612|7|2
N|O|16|2562720|1|1
N|O|39|7277244|9|8
N|O|48|8456928|3|7
N|O|1|149159|7|7
N|O|38|3534114|5|8
N|O|19|1824095|0|2
N|O|27|3681342|8|6
N|O|13|1288417|6|8
N|O|3|423453|4|0
R|F|47|6045986|8|6
N|O|4|639076|2|0
N|O|18|2886660|0|0
N|O|16|2794944|8|2
N|O|44|7078280|8|8
N|O|48|6073728|1|4
N|O|3|514743|5|2
A|F|2|373592|6|5
A|F|6|568224|0|8
A|F|21|1894200|3|8
A|F|21|3083976|8|3
A|F|19|3478767|0|2
A|F|32|4574464|6|4
R|F|18|3335310|7|4
A|F|38|6801544|7|5
R|F|36|5593140|8|4
A|F|18|1983960|9|1
R|F|38|4313874|6|2
N|O|31|5598290|4|2
N|O|8|910584|8|2
N|O|20|2981160|0|7
N|O|16|2420176|7|6
N|O|2|353172|7|1
N|O|6|738798|6|5
N|O|6|759816|8|7
N|O|5|639185|3|7
A|F|25|2898125|6|1
R|F|14|2147082|8|3
N|O|40|5830200|2|8
N|O|23|4077601|5|8
N|O|9|1267650|0|5
N|O|39|4767048|2|1
N|O|6|894954|3|0
N|O|41|3944446|4|5
N|O|28|2875936|0|3
N|O|5|784830|5|8
N|O|33|5777805|3|5
N|O|31|5070763|4|8
N|O|19|3318996|4|4
N|O|41|6291983|9|7
N|O|14|2557688|6|8
N|O|49|4424700|10|2
N|O|30|4952250|10|8
N|O|7|1025892|7|0
N|O|49|6877150|5|3
N|O|42|5482680|7|0
N|O|36|5686812|6|1
N|O|1|134544|7|7
N|O|47|5161493|10|6
N|O|34|4067386|1|2
N|O|33|4337553|10|1
N|O|13|2324244|4|6
N|O|19|2731307|8|6
N|O|40|7503880|3|1
R|F|21|3268965|1|5
N|O|49|4944590|10|7
N|O|11|1737637|7|8
N|O|26|2803242|9|4
N|O|17|2983245|3|3
N|O|39|5301855|8|5
N|O|5|922470|0|7
N|O|27|4846203|6|3
R|F|39|4169724|5|6
R|F|1|170780|8|7
A|F|39|4279041|9|2
R|F|5|875925|7|0
R|F|28|5182632|7|6
A|F|49|7657034|0|8
A|F|28|3613092|5|0
R|F|1|177887|8|4
R|F|33|5890104|10|3
N|O|17|3063230|6|6
N|O|6|1010868|5|5
N|O|3|525855|3|1
N|O|7|1039906|2|4
R|F|21|3872274|0|3
A|F|48|8500128|7|7
A|F|43|6758181|5|0
A|F|14|1920058|4|6
R|F|30|5567850|8|7
A|F|48|6068928|4|8
A|F|36|3409344|10|1
R|F|49|8971557|9|2
A|F|40|3620000|9|5
A|F|22|3732938|5|7
R|F|45|5468895|7|7
R|F|18|2075850|1|8
R|F|1|189599|9|2
R|F|40|7379760|5|6
A|F|25|4004250|3|2
R|F|41|3845923|7|4
A|F|26|3737578|10|3
A|F|28|2864736|0|8
N|O|48|6732000|1|2
N|O|23|3511226|5|3
A|F|39|5258916|8|4
R|F|47|8445383|10|3
A|F|46|5673318|2|1
A|F|11|1320319|5|2
R|F|44|3968800|4|4
A|F|7|1189153|1|2
R|F|23|3205027|2|4
R|F|33|5777805|0|7
R|F|38|5333300|8|6
A|F|33|4945347|1|2
R|F|47|7504443|7|5
A|F|46|7330974|10|1
R|F|49|9094155|5|3
A|F|43|4076572|6|2
A|F|18|2227194|10|8
A|F|9|1054143|3|3
R|F|31|3072379|0|5
A|F|1|116926|7|1
A|F|24|2875896|6|2
R|F|34|6422532|1|0
A|F|17|3047913|4|1
R|F|40|4184560|10|1
N|O|41|4363056|8|8
N|O|5|511560|10|0
N|O|15|2145780|8|0
R|F|41|6657252|6|6
R|F|9|1619001|3|4
R|F|35|4638970|2|1
R|F|22|3532540|3|2
A|F|23|2104523|6|7
R|F|4|593432|2|7
N|O|1|146656|4|8
N|O|35|4439260|8|7
N|O|34|5646550|10|4
N|O|15|2840985|9|5
N|O|46|4356384|9|5
N|O|9|1269459|9|2
N|O|20|3355540|7|7
N|O|35|5339670|5|1
N|O|24|3911328|1|6
N|O|31|4816315|1|6
N|O|33|5480508|9|5
N|O|11|1455762|7|2
R|F|32|4769888|4|8
R|F|39|6145113|0|7
R|F|46|5212858|1|2
R|F|1|137847|6|5
A|F|25|3496225|0|5
R|F|20|2714900|5|8
A|F|22|2785992|1|2
R|F|16|2122272|6|2
R|F|48|9038304|8|8
R|F|16|3001552|6|4
R|F|11|1462362|9|0
N|O|9|1637919|9|0
N|O|40|7207600|5|5
N|O|14|1314642|7|8
N|O|46|8215048|5|6
N|O|35|3724560|10|4
N|O|23|4298608|5|0
R|F|34|4928436|1|2
A|F|22|2920324|0|6
N|O|3|342069|5|2
N|O|19|3218201|6|0
N|O|33|3676893|9|6
N|O|5|726275|7|7
N|O|36|4775112|8|1
N|O|7|786954|10|3
N|O|7|1234702|0|0
N|O|15|2812455|8|0
N|O|10|1586680|1|2
N|O|40|3896280|10|8
A|F|47|7161014|6|8
R|F|38|6961334|7|2
R|F|7|903973|4|6
R|F|25|4487225|0|5
A|F|12|2108220|1|2
R|F|21|2180073|4|6
R|F|46|6875114|3|7
R|F|2|271890|10|4
A|F|27|2502954|0|8
R|F|46|5392442|10|0
A|F|20|2356540|9|0
N|O|46|6787622|5|1
N|O|23|3900317|2|5
N|O|13|1907828|0|3
N|O|14|2631958|6|4
N|O|32|5064576|4|3
R|F|12|2064972|1|1
R|F|34|6374898|0|6
A|F|4|709148|0|3
A|F|23|3676987|4|8
A|F|12|1571280|4|8
A|F|30|4952220|2|0
N|O|28|4888352|0|3
N|O|50|4680150|7|6
N|O|12|1666176|5|0
N|O|47|6276521|9|7
N|O|30|5333610|7|6
N|O|22|2008622|10|2
N|O|35|5437775|0|0
N|O|29|5460642|6|5
N|O|25|4417150|3|6
N|O|22|3970780|9|1
A|F|46|4209046|4|8
A|F|15|2782425|8|5
A|F|24|2200824|8|8
A|F|16|2913456|1|5
R|F|48|4329600|9|8
A|F|49|8927408|2|7
N|O|21|3815511|1|4
N|O|39|7257705|6|8
N|O|2|215834|0|4
N|O|30|2880180|6|5
N|O|37|4237388|10|0
N|O|47|6417662|6|5
N|O|43|4377873|10|6
N|O|33|4558884|1|4
A|F|36|5949900|2|2
R|F|4|597036|1|4
N|O|39|6644820|9|6
N|O|25|3583825|3|2
N|O|12|1164084|10|8
N|O|38|5728880|3|8
N|O|14|1349684|2|5
N|O|7|919387|6|2
N|O|13|2178501|9|1
N|O|23|3957886|8|3
R|F|35|4996320|10|6
R|F|10|1731830|5|1
R|F|35|6134975|3|4
A|F|10|1700790|8|2
A|F|42|6037626|2|7
A|F|5|947495|6|4
A|F|31|3103410|2|6
A|F|39|5469750|6|5
R|F|28|3307584|10|6
R|F|9|1109097|9|2
A|F|43|5574477|7|3
N|O|49|8471218|8|3
N|O|3|318348|10|6
N|O|34|4693598|2|7
N|O|8|840120|0|2
N|O|44|7320544|9|7
N|O|2|220038|7|3
N|F|16|1947696|10|6
R|F|21|3432933|1|6
N|F|20|1944140|1|8
N|O|38|6154898|0|5
N|O|21|3662064|4|5
N|O|26|4297150|1|2
R|F|13|1237665|10|2
A|F|21|3880674|5|2
A|F|21|1946742|5|3
A|F|12|1845156|8|4
R|F|45|7347285|1|6
A|F|10|1120210|8|1
A|F|11|1272975|1|3
A|F|40|5309680|8|8
A|F|34|4179688|8|6
R|F|44|5329764|7|4
R|F|18|2641608|9|2
A|F|19|2316689|8|6
N|O|8|1148424|7|1
N|O|21|3966858|8|6
A|F|30|3462750|8|4
A|F|2|377196|2|0
R|F|44|7289700|4|5
A|F|21|2680377|1|0
N|O|25|4702425|7|6
N|O|29|4255924|7|1
N|O|12|1638552|1|6
N|O|26|4302350|8|7
N|O|1|94904|4|7
N|O|22|3299098|8|2
N|O|4|721960|4|3
R|F|49|5229084|0|0
A|F|49|7107646|1|6
A|F|48|8183040|7|7
R|F|10|1693790|9|0
R|F|30|3979260|2|1
R|F|11|1118821|2|4
A|F|19|1713800|8|5
A|F|45|4189635|1|2
A|F|24|3301128|5|6
R|F|1|143653|4|4
A|F|38|3876418|5|5
A|F|9|1362249|5|7
R|F|36|4836384|6|4
A|F|11|1067077|3|0
N|O|33|3187998|9|6
N|O|28|4893952|2|2
N|O|6|1069128|9|3
N|O|18|3126294|3|5
N|O|46|6018640|5|7
A|F|39|5719584|3|8
R|F|24|4259688|8|0
N|O|20|2478660|10|7
N|O|27|3194856|5|7
N|O|23|4252562|10|7
N|O|18|2398374|9|0
N|O|23|3386911|7|2
N|O|47|8393636|8|0
N|O|34|4074186|3|4
N|O|7|1316686|1|2
N|O|34|5762286|3|0
R|F|16|2999952|7|3
A|F|3|327657|2|5
R|F|15|2642790|0|6
A|F|34|5391312|9|6
R|F|5|629675|8|0
A|F|7|902566|4|7
R|F|8|1265344|6|3
R|F|13|1543464|5|7
R|F|19|2993773|9|6
A|F|43|4782503|2|4
R|F|27|3092148|4|1
R|F|19|2174056|2|5
N|O|27|4113774|7|7
N|O|36|4901256|4|1
A|F|36|5012964|4|7
A|F|5|880425|6|5
N|O|48|8951808|10|3
N|O|47|6798738|7|3
N|O|13|1275404|9|1
N|O|29|5225510|6|7
N|O|8|941016|0|1
N|O|26|3448692|0|6
N|O|4|654292|0|7
R|F|47|6050686|7|8
A|F|10|1878970|3|7
A|F|7|644014|9|2
A|F|11|1560361|8|4
R|F|34|6041358|0|5
R|F|44|7351344|9|8
A|F|11|1089088|1|7
R|F|15|2708850|7|4
N|O|26|4507958|5|8
A|F|13|1507025|7|0
R|F|2|182602|8|8
A|F|9|1353240|7|8
A|F|37|6244786|3|5
A|F|11|1521828|1|0
R|F|36|6566112|4|7
N|O|18|2702880|4|5
N|O|25|3403650|0|7
N|O|4|700340|9|5
N|O|14|2379706|5|3
N|O|4|643480|6|2
N|O|47|5133293|0|4
N|O|11|1138643|2|8
R|F|44|8307112|1|6
A|F|48|5031072|8|4
R|F|24|3942576|3|0
N|O|36|4003956|1|1
N|O|2|270690|9|2
N|O|37|4911454|4|8
N|O|11|1185987|0|6
R|F|3|302130|6|0
R|F|8|859336|6|7
R|F|24|3721536|2|5
N|O|27|4170528|4|3
N|O|35|3461780|6|5
N|O|33|3244164|2|3
N|O|9|1309995|9|0
N|O|1|131141|4|0
N|O|13|2044471|7|2
R|F|29|4592672|7|2
A|F|24|3308328|5|8
A|F|46|6529746|8|0
A|F|43|6082393|10|5
N|F|38|3868818|2|8
N|F|50|7207700|5|0
A|F|11|1104510|0|1
R|F|45|5347260|9|1
A|F|44|7236856|2|0
A|F|14|2284422|6|7
A|F|7|642607|6|1
R|F|36|4857984|10|4
A|F|47|5043899|8|0
A|F|10|1543640|7|8
A|F|21|3985779|6|2
A|F|50|7673150|3|6
A|F|10|1347440|0|4
R|F|30|4690980|7|8
A|F|18|2337102|0|5
A|F|10|1068160|5|7
A|F|48|6539808|1|8
A|F|38|6516278|8|8
N|O|41|5487563|1|5
R|F|23|3182004|2|4
R|F|27|2759724|2|1
A|F|26|4921774|5|0
N|O|18|1944306|7|1
N|O|23|2703121|5|0
N|O|23|3557272|2|1
N|O|36|4472424|6|0
N|O|13|1914341|8|4
N|O|8|817696|2|5
N|O|1|148358|1|8
A|F|1|97107|7|0
R|F|25|2660400|6|8
R|F|32|5279168|1|8
N|O|7|756826|10|0
N|O|18|3250620|9|5
N|O|42|7858074|6|1
N|F|29|3582457|0|7
N|O|38|4382350|3|5
N|O|30|5615910|9|3
R|F|36|5279616|1|3
A|F|27|3384045|9|2
A|F|3|509337|7|8
R|F|20|2929120|4|2
A|F|12|1705824|2|0
A|F|5|887935|2|5
R|F|7|1283751|1|0
R|F|48|9004656|10|6
N|O|39|7378761|4|1
N|O|1|102412|2|5
N|O|49|7195944|1|3
N|O|44|6364776|5|2
N|F|20|1948140|4|5
N|O|23|2463691|6|8
N|O|19|3222001|7|1
N|O|42|4482072|2|6
N|O|42|4675482|6|8
N|O|20|1884080|4|1
R|F|41|6111419|5|5
A|F|4|698336|1|2
A|F|10|1217310|0|2
A|F|49|6754503|1|4
A|F|41|4383556|8|4
A|F|17|1623585|5|6
A|F|18|2719080|0|2
N|O|14|2100840|10|3
N|O|34|4353292|2|0
N|O|30|2847120|10|0
N|O|21|2884287|6|6
N|O|7|1268337|9|5
N|O|41|6735234|10|1
N|O|33|5434242|1|5
N|O|28|2581656|6|8
N|O|10|1300400|3|8
N|O|40|7239600|1|1
N|O|33|4476285|9|8
N|O|35|4449795|4|2
N|O|15|1425075|9|3
R|F|4|618256|7|3
R|F|11|1091299|1|0
A|F|5|604150|8|8
A|F|25|3015750|10|0
N|O|15|2437080|8|5
N|F|28|3329984|8|3
N|O|45|6986925|0|5
N|O|25|3896625|1|8
N|O|18|2038014|6|3
N|O|43|6990596|3|6
N|O|11|1681482|0|2
N|O|17|2338299|3|0
A|F|22|2200220|4|5
R|F|7|1194760|10|5
A|F|30|3958230|5|7
R|F|6|601260|9|5
R|F|1|162572|4|0
R|F|34|5105440|0|8
A|F|41|7748918|8|1
A|F|15|1609755|7|6
A|F|10|927020|5|2
R|F|3|325254|3|0
R|F|37|6333697|0|4
N|O|49|9226602|3|5
N|O|34|3927850|0|1
N|O|28|3742004|4|1
N|O|13|2255279|2|4
N|O|49|5435080|2|4
A|F|36|5023764|3|4
