1992|4685136|6|GERMANY
1992|4014187|2|UNITED STATES
1992|2741396|8|IRAQ
1998|4606376|9|KENYA
1993|1568128|3|MOZAMBIQUE
1998|4704384|10|MOZAMBIQUE
1998|1864052|10|UNITED KINGDOM
1992|4512968|0|PERU
1998|3047548|9|PERU
1993|4325552|6|IRAN
1997|1867852|3|IRAN
1995|3244164|2|IRAN
1995|2164976|0|INDIA
1998|886572|9|JORDAN
1994|3250764|10|JORDAN
1992|3059948|0|EGYPT
1993|493540|4|ETHIOPIA
1992|4441860|9|ETHIOPIA
1995|4441860|10|IRAQ
1992|4940400|10|INDIA
1995|4051128|10|INDONESIA
1992|2274884|7|RUSSIA
1993|98908|9|RUSSIA
1994|1879252|4|RUSSIA
1994|3861351|2|UNITED KINGDOM
1996|4455405|3|RUSSIA
1996|2083389|9|VIETNAM
1996|3571524|0|JAPAN
1994|1091299|1|MOZAMBIQUE
1992|1888771|8|INDONESIA
1998|3383306|3|BRAZIL
1996|1094599|8|UNITED STATES
1997|3689233|1|KENYA
1997|4092169|7|CHINA
1994|299427|8|CHINA
1993|1700170|5|INDONESIA
1993|400040|7|PERU
1995|600060|9|VIETNAM
1993|1100110|8|PERU
1992|4404840|1|ALGERIA
1992|4705170|2|ALGERIA
1992|4208820|4|ARGENTINA
1996|4413640|2|MOZAMBIQUE
1998|3811780|1|CHINA
1992|3611160|3|CHINA
1998|3413940|8|KENYA
1994|3614760|10|KENYA
1995|2713770|10|UNITED KINGDOM
1998|2318630|5|IRAN
1996|201620|5|VIETNAM
1996|3834580|4|IRAQ
1995|1412740|1|JORDAN
1997|807280|6|ROMANIA
1994|304233|6|EGYPT
1996|1827198|3|RUSSIA
1997|2337053|8|ROMANIA
1994|2641886|10|ROMANIA
1996|2540275|4|ROMANIA
1996|1628976|9|INDONESIA
1993|2138031|9|INDONESIA
1992|3363063|9|CANADA
1993|4998588|7|CHINA
1996|2450688|0|EGYPT
1992|2348576|8|KENYA
1993|2552800|10|SAUDI ARABIA
1992|1940128|5|KENYA
1992|3781844|3|INDONESIA
1997|2248664|10|UNITED STATES
1994|3270784|6|UNITED STATES
1992|3171672|4|ETHIOPIA
1994|102412|2|GERMANY
1994|3081360|6|KENYA
1995|4827464|9|JAPAN
1993|718984|10|ALGERIA
1997|4013568|7|PERU
1993|4944624|7|PERU
1992|412452|4|UNITED KINGDOM
1996|5155650|10|UNITED STATES
1994|3196503|3|UNITED STATES
1998|928917|10|GERMANY
1993|4851011|1|PERU
1995|2477112|8|GERMANY
1996|1341769|0|PERU
1994|1756321|10|INDIA
1992|2272886|10|IRAN
1996|2686138|9|INDIA
1992|4033107|7|CANADA
1994|1036130|2|ALGERIA
1997|1450582|2|INDIA
1993|828904|5|INDIA
1997|4044807|5|FRANCE
1994|934317|9|ROMANIA
1996|4160560|4|MOZAMBIQUE
1992|4888658|2|UNITED STATES
1997|312342|1|CANADA
1992|1874052|6|RUSSIA
1993|1354782|2|JAPAN
1993|625284|0|EGYPT
1996|938826|4|JAPAN
1994|3129420|9|EGYPT
1996|1775038|4|INDONESIA
1995|1359982|7|RUSSIA
1995|3560276|5|VIETNAM
1993|1780138|1|KENYA
1995|3874418|1|KENYA
1998|837712|0|VIETNAM
1995|3147420|6|INDONESIA
1996|420860|2|MOZAMBIQUE
1996|5155535|3|IRAQ
1997|2106300|5|VIETNAM
1998|737205|9|JAPAN
1993|5270750|9|UNITED KINGDOM
1998|844120|4|PERU
1994|2957220|1|IRAN
1996|3382880|7|UNITED STATES
1996|5074320|4|UNITED STATES
1994|2327930|0|GERMANY
1994|105815|2|PERU
1995|2016204|5|ROMANIA
1993|2867832|7|INDIA
1992|1594740|8|RUSSIA
1994|958644|5|GERMANY
1992|745612|5|GERMANY
1998|4584488|10|UNITED STATES
1996|1172776|2|EGYPT
1993|106816|2|BRAZIL
1995|3311296|5|EGYPT
1997|1068160|7|KENYA
1995|213632|8|EGYPT
1995|2782442|3|ARGENTINA
1997|1285404|0|INDONESIA
1998|4713148|10|VIETNAM
1993|321351|4|INDONESIA
1995|3213510|1|ALGERIA
1996|4507314|7|VIETNAM
1992|4829265|1|SAUDI ARABIA
1994|5043899|8|ROMANIA
1993|214834|1|CHINA
1997|4408197|7|KENYA
1997|2582808|6|GERMANY
1993|5165616|9|UNITED STATES
1992|3443744|5|ARGENTINA
1994|2587608|9|KENYA
1998|1401621|7|PERU
1995|1402921|7|UNITED KINGDOM
1993|5180016|6|UNITED KINGDOM
1994|431668|10|VIETNAM
1992|2697925|2|MOZAMBIQUE
1995|5076846|3|GERMANY
1994|540590|3|IRAN
1995|973962|2|INDIA
1997|3571194|1|INDIA
1993|108218|8|IRAN
1993|757526|0|INDIA
1998|2816268|9|UNITED STATES
1995|3144122|4|CHINA
1995|1736288|2|UNITED STATES
1992|2604432|5|EGYPT
1992|5322282|9|INDIA
1998|326454|5|INDIA
1996|5010228|9|RUSSIA
1994|2398418|8|ROMANIA
1994|1745904|7|GERMANY
1992|2621256|7|MOZAMBIQUE
1993|327657|2|INDONESIA
1996|1858423|3|EGYPT
1992|327957|7|UNITED STATES
1993|4709317|1|SAUDI ARABIA
1992|3617427|2|CHINA
1994|219438|2|INDONESIA
1992|2416018|1|RUSSIA
1997|2635656|4|CHINA
1992|768733|2|GERMANY
1994|659514|9|ETHIOPIA
1995|3410620|1|KENYA
1992|1101200|2|KENYA
1995|1763520|5|ARGENTINA
1994|3967920|8|ARGENTINA
1996|1322640|9|PERU
1997|661920|4|GERMANY
1994|5521000|4|UNITED KINGDOM
1993|1439360|1|VIETNAM
1997|1663800|4|UNITED STATES
1997|5435080|2|CANADA
1996|2109399|10|EGYPT
1992|2335641|9|CANADA
1997|5561050|2|RUSSIA
1997|3225409|6|EGYPT
1992|1001889|4|MOROCCO
1996|4118877|7|CHINA
1997|779947|10|JAPAN
1997|5464529|0|JAPAN
1998|334563|9|FRANCE
1992|1339452|0|ROMANIA
1995|2344041|1|GERMANY
1994|2569583|9|MOZAMBIQUE
1996|446884|9|CHINA
1992|1005489|3|MOZAMBIQUE
1996|1787536|3|INDONESIA
1997|5479229|1|UNITED STATES
1992|894568|9|VIETNAM
1994|5484129|2|SAUDI ARABIA
1992|1680330|8|ETHIOPIA
1993|1568308|3|ETHIOPIA
1994|4704924|5|BRAZIL
1994|1683330|0|GERMANY
1996|5171412|5|RUSSIA
1995|2698128|10|KENYA
1997|4047192|3|KENYA
1997|1011798|6|KENYA
1996|1237742|10|VIETNAM
1995|5405856|9|JAPAN
1997|1013598|7|PERU
1992|4508880|9|UNITED STATES
1993|2707728|7|KENYA
1997|1129220|5|MOZAMBIQUE
1998|4859989|7|GERMANY
1998|678138|5|MOZAMBIQUE
1995|2262460|9|PERU
1994|226246|0|CANADA
1995|5661150|10|UNITED STATES
1997|5099535|10|INDIA
1995|1813168|4|IRAQ
1993|1021707|7|ROMANIA
1997|2043414|0|JORDAN
1996|2954198|7|UNITED STATES
1994|3863182|4|CANADA
1992|4772166|10|CANADA
1995|2162637|3|INDIA
1995|1708845|7|EGYPT
1994|228048|4|ROMANIA
1996|3655168|0|EGYPT
1998|3772692|4|ARGENTINA
1997|800968|1|VIETNAM
1994|1490112|6|ALGERIA
1994|2755776|10|ARGENTINA
1993|1263064|10|MOZAMBIQUE
1993|1725375|2|UNITED KINGDOM
1997|3220700|2|UNITED KINGDOM
1998|2300500|9|IRAQ
1994|921000|5|KENYA
1993|577625|8|MOZAMBIQUE
1995|925800|10|MOZAMBIQUE
1993|2438646|4|JAPAN
1994|5806300|8|ROMANIA
1998|2206394|6|JAPAN
1994|3032276|2|BRAZIL
1992|1166260|3|EGYPT
1997|349878|1|BRAZIL
1993|2799024|4|EGYPT
1996|5490822|8|JAPAN
1993|5622096|7|CHINA
1995|3045302|9|CHINA
1994|3045302|8|CHINA
1994|3868491|10|JAPAN
1992|2229213|10|PERU
1993|4223772|6|PERU
1995|469708|5|CHINA
1992|3875091|3|ARGENTINA
1995|3643337|1|MOZAMBIQUE
1997|5053661|1|PERU
1993|3760864|6|PERU
1992|235254|5|MOZAMBIQUE
1995|2589994|8|ETHIOPIA
1997|1531751|8|KENYA
1993|1767405|9|INDIA
1993|5670144|10|ETHIOPIA
1996|4019752|9|KENYA
1994|2368560|0|UNITED KINGDOM
1998|5566116|5|GERMANY
1994|5575516|1|MOROCCO
1994|2609816|5|VIETNAM
1994|3086928|6|EGYPT
1993|2137104|1|EGYPT
1996|2140704|5|FRANCE
1993|2854272|8|FRANCE
1998|953032|4|UNITED STATES
1993|5718192|9|UNITED STATES
1995|4173015|9|SAUDI ARABIA
1994|5365305|4|KENYA
1994|2028593|9|KENYA
1995|5966450|5|KENYA
1998|2866296|3|UNITED STATES
1995|1673406|6|GERMANY
1992|4190515|4|RUSSIA
1993|2035393|9|KENYA
1993|3355212|0|VIETNAM
1996|4912989|10|CHINA
1992|3717799|0|JAPAN
1996|3477941|0|CHINA
1993|4557302|7|JAPAN
1997|2280570|8|CHINA
1997|2402600|3|MOZAMBIQUE
1992|2645060|0|MOZAMBIQUE
1992|120230|5|ARGENTINA
1992|2765290|5|MOZAMBIQUE
1993|3369240|10|MOROCCO
1996|601650|6|IRAQ
1993|4572540|2|MOROCCO
1992|4813200|9|MOROCCO
1996|2529030|9|INDONESIA
1997|2047310|3|IRAQ
1996|2047310|3|IRAQ
1993|3733330|4|GERMANY
1996|6031500|10|CANADA
1992|5910870|6|ETHIOPIA
1996|2052410|1|JORDAN
1994|604150|8|MOZAMBIQUE
1996|4478147|6|INDIA
1993|4478147|8|EGYPT
1997|3761261|10|MOROCCO
1995|5828688|8|CHINA
1992|4861240|4|CHINA
1996|1944496|3|VIETNAM
1995|1336841|4|RUSSIA
1993|1336841|5|VIETNAM
1997|4010523|1|CHINA
1992|2921544|5|MOZAMBIQUE
1993|2802113|9|KENYA
1993|487724|2|CANADA
1994|5974619|5|MOROCCO
1993|4145654|2|KENYA
1997|5979568|4|GERMANY
1993|1711248|9|INDONESIA
1995|244664|5|ROMANIA
1994|2813636|10|ROMANIA
1993|5754304|1|JAPAN
1998|367896|10|UNITED STATES
1993|3065800|4|CHINA
1994|2086444|0|ALGERIA
1994|3933824|0|MOZAMBIQUE
1994|5900736|10|MOZAMBIQUE
1995|2827436|7|MOZAMBIQUE
1997|1723862|10|INDIA
1996|6033517|7|INDIA
1996|5915184|1|GERMANY
1997|2836659|10|MOZAMBIQUE
1998|493332|0|IRAN
1998|5924784|8|UNITED STATES
1995|3949856|8|UNITED STATES
1997|987464|7|ETHIOPIA
1993|1111797|9|BRAZIL
1997|5687118|7|ALGERIA
1998|2472660|4|MOZAMBIQUE
1995|5939184|0|EGYPT
1996|990664|8|INDONESIA
1992|1241340|6|FRANCE
1992|4717092|7|FRANCE
1993|2111978|2|ARGENTINA
1996|5838998|10|JAPAN
1996|4973360|6|GERMANY
1994|3605686|5|ALGERIA
1992|4106322|3|MOZAMBIQUE
1996|5350662|4|INDONESIA
1992|5853098|8|SAUDI ARABIA
1998|5604030|0|MOZAMBIQUE
1994|4860726|0|KENYA
1997|3863654|10|CHINA
1994|4615158|3|UNITED KINGDOM
1997|2998416|0|IRAN
1994|6121766|2|ETHIOPIA
1995|3500980|10|UNITED KINGDOM
1992|6126715|6|INDONESIA
1992|2377565|2|ROMANIA
1998|5505940|8|JORDAN
1996|5510340|10|ALGERIA
1992|1502820|5|GERMANY
1996|501340|5|EGYPT
1997|3258710|9|EGYPT
1998|4891965|7|INDIA
1996|125435|7|INDIA
1992|5900145|8|INDIA
1993|3015240|4|CHINA
1995|3394845|8|ROMANIA
1998|880845|1|UNITED STATES
1994|2139195|1|UNITED STATES
1995|629175|4|PERU
1998|5918945|7|GERMANY
1993|1259350|10|INDIA
1994|1637155|3|INDIA
1994|1008288|3|INDIA
1995|2520720|9|INDONESIA
1994|4537296|9|INDONESIA
1993|1009088|8|MOZAMBIQUE
1997|504944|3|KENYA
1998|1642368|9|BRAZIL
1993|5314512|9|INDONESIA
1992|4938804|0|ROMANIA
1998|2532720|5|EGYPT
1997|1139724|5|INDONESIA
1994|6083328|10|ALGERIA
1993|5829856|3|VIETNAM
1996|4819768|6|EGYPT
1996|4827406|6|ARGENTINA
1997|762822|2|MOZAMBIQUE
1995|2801414|4|SAUDI ARABIA
1993|6239513|8|MOZAMBIQUE
1995|4966143|10|MOZAMBIQUE
1995|2168129|10|INDIA
1996|1021096|9|GERMANY
1992|1148733|8|GERMANY
1993|2301066|4|ETHIOPIA
1995|3323762|4|VIETNAM
1992|6396850|1|PERU
1993|3326362|3|UNITED STATES
1995|1023496|9|PERU
1993|768228|1|IRAN
1996|6273862|8|RUSSIA
1997|768228|2|IRAN
1997|4100416|0|UNITED STATES
1993|128238|8|EGYPT
1998|899066|5|EGYPT
1992|3853140|6|GERMANY
1997|2958674|8|JAPAN
1994|2317284|10|IRAQ
1993|6050686|7|IRAQ
1998|3220950|10|ROMANIA
1995|257876|7|MOZAMBIQUE
1996|1290390|1|CHINA
1993|5161560|7|CANADA
1993|1810746|2|EGYPT
1997|1682707|6|KENYA
1992|3497553|7|VIETNAM
1997|518556|4|EGYPT
1998|4148448|8|EGYPT
1997|1037912|10|VIETNAM
1996|1558068|2|CHINA
1994|6491950|4|UNITED STATES
1993|5712916|1|CHINA
1993|3116136|0|CHINA
1997|2079024|8|VIETNAM
1996|3771160|6|PERU
1993|4291320|4|ARGENTINA
1996|3771160|0|GERMANY
1995|1300400|2|GERMANY
1995|4421360|1|ARGENTINA
1997|2470760|9|ARGENTINA
1993|4815180|3|MOZAMBIQUE
1997|3513780|1|INDONESIA
1998|4956720|2|BRAZIL
1998|2869680|6|IRAN
1994|3913200|0|IRAQ
1996|2480260|8|KENYA
1997|4177280|7|MOZAMBIQUE
1997|4052940|7|PERU
1993|2745540|6|UNITED KINGDOM
1993|5752560|9|UNITED KINGDOM
1995|2091840|8|PERU
1994|2093440|9|IRAN
1993|785040|7|IRAN
1998|4586435|10|EGYPT
1996|393423|0|CHINA
1993|2231097|10|CANADA
1995|6299568|9|RUSSIA
1994|2495479|3|JAPAN
1995|5253640|8|JAPAN
1992|4337553|8|ETHIOPIA
1994|5133999|4|MOROCCO
1992|6055486|9|ROMANIA
1993|3161784|4|KENYA
1993|2766561|2|IRAQ
1993|3691548|8|KENYA
1998|2109456|9|KENYA
1994|2242997|3|UNITED STATES
1993|660210|7|INDONESIA
1996|1188378|2|BRAZIL
1992|4496228|6|UNITED STATES
1993|3313550|9|UNITED STATES
1996|5442422|1|ALGERIA
1992|5845048|6|MOZAMBIQUE
1995|5055634|1|INDONESIA
1993|5725149|4|UNITED KINGDOM
1996|1065944|7|CANADA
1993|4530262|8|GERMANY
1997|5733749|2|ETHIOPIA
1998|6400464|5|BRAZIL
1998|6276521|9|INDONESIA
1997|4009290|3|ALGERIA
1997|3742004|4|ALGERIA
1992|6419664|2|EGYPT
1997|5487563|1|VIETNAM
1993|5487563|5|EGYPT
1996|937601|2|RUSSIA
1992|6300068|7|CHINA
1997|6304768|8|ARGENTINA
1997|3890176|8|VIETNAM
1992|1073152|8|ARGENTINA
1998|4024320|7|RUSSIA
1998|1609728|2|VIETNAM
1993|2147904|6|JAPAN
1996|268488|10|CHINA
1996|5911136|6|GERMANY
1997|5776792|10|MOZAMBIQUE
1994|6184424|10|INDONESIA
1992|2419992|3|ARGENTINA
1992|6063480|5|KENYA
1997|2428992|9|KENYA
1998|6747200|2|KENYA
1995|6747200|0|PERU
1994|5401800|10|EGYPT
1995|1215405|0|INDONESIA
1992|2162320|5|JAPAN
1995|2571555|4|KENYA
1994|948115|1|UNITED STATES
1992|4740575|5|RUSSIA
1992|5015165|10|JAPAN
1993|2305965|2|INDIA
1994|2034675|10|PERU
1998|2579155|10|INDONESIA
1998|3393625|2|UNITED STATES
1993|1494295|1|ROMANIA
1992|4890420|7|UNITED STATES
1998|2311065|9|INDIA
1993|815670|3|INDONESIA
1992|2993012|3|KENYA
1992|5313594|1|BRAZIL
1996|4496118|6|ETHIOPIA
1997|408738|7|BRAZIL
1993|3542396|4|INDONESIA
1995|136546|5|ALGERIA
1996|3550196|2|ROMANIA
1995|273292|10|JAPAN
1996|4239126|2|EGYPT
1997|2324682|3|VIETNAM
1998|2055705|0|VIETNAM
1996|3426175|2|ARGENTINA
1997|3017234|1|PERU
1995|6034468|2|PERU
1998|137147|9|PERU
1994|1373470|2|INDIA
1995|5768574|6|UNITED KINGDOM
1997|4123410|1|GERMANY
1995|5772774|8|ROMANIA
1996|1100376|4|ETHIOPIA
1992|5364333|2|KENYA
1996|5651727|6|UNITED KINGDOM
1994|964929|6|KENYA
1992|275694|0|UNITED KINGDOM
1997|827082|1|UNITED KINGDOM
1996|3724569|7|IRAN
1992|2207152|3|IRAN
1994|1103576|2|EGYPT
1997|6069668|9|EGYPT
1995|4006292|3|CHINA
1993|4006292|9|CHINA
1993|2762960|8|RUSSIA
1993|1382480|8|INDIA
1992|2075220|5|UNITED STATES
1993|6927400|9|ROMANIA
1994|4017892|2|INDIA
1997|4998528|6|KENYA
1995|5692768|4|KENYA
1992|416544|3|KENYA
1998|1666176|5|KENYA
1996|3751596|1|GERMANY
1994|5705109|9|BRAZIL
1993|2645731|2|EGYPT
1996|1952286|9|ALGERIA
1995|1255041|5|CHINA
1995|976143|3|GERMANY
1993|6414654|8|ROMANIA
1993|4322919|4|GERMANY
1997|557796|10|ALGERIA
1997|1673388|4|ALGERIA
1997|4744666|10|RUSSIA
1992|3209627|4|RUSSIA
1996|1535039|0|JAPAN
1992|5306662|5|UNITED STATES
1994|4335319|7|ROMANIA
1993|2099235|0|VIETNAM
1994|560600|2|BRAZIL
1998|1683000|3|GERMANY
1993|1824550|4|EGYPT
1992|280700|1|EGYPT
1998|1405500|10|UNITED KINGDOM
1998|7032500|7|ALGERIA
1996|3656900|9|ALGERIA
1992|1407500|6|PERU
1997|5630000|5|PERU
1992|5630000|9|EGYPT
1995|4929750|0|IRAN
1997|6901650|1|INDIA
1997|7042500|2|CHINA
1997|2676150|8|CHINA
1995|281700|9|INDIA
1996|2678050|9|VIETNAM
1992|1129208|10|CHINA
1996|5928342|5|RUSSIA
1993|2401267|2|MOZAMBIQUE
1994|6215044|4|ARGENTINA
1994|1272159|5|SAUDI ARABIA
1996|3963428|7|UNITED STATES
1996|5670040|2|KENYA
1998|3120722|1|UNITED STATES
1995|6387795|5|INDONESIA
1997|5819991|4|VIETNAM
1992|2272832|2|BRAZIL
1994|5255924|8|BRAZIL
1993|2132280|4|INDIA
1998|2558736|9|EGYPT
1996|568608|4|CHINA
1998|5828232|4|CHINA
1998|854712|0|RUSSIA
1995|2564136|4|GERMANY
1998|3136144|2|RUSSIA
1994|2139780|10|PERU
1993|6709344|1|MOZAMBIQUE
1992|6714044|0|ARGENTINA
1992|5718080|2|CANADA
1997|1143616|6|CANADA
1997|6432840|6|CANADA
1997|7157650|3|ROMANIA
1994|4294590|1|EGYPT
1997|3865131|0|BRAZIL
1992|286506|4|MOZAMBIQUE
1996|5877473|7|EGYPT
1995|5307761|10|ROMANIA
1994|6603438|2|JAPAN
1995|3301719|0|JAPAN
1998|7034097|5|UNITED KINGDOM
1992|2156295|9|EGYPT
1997|719265|0|EGYPT
1998|5182308|6|FRANCE
1993|1872702|7|ARGENTINA
1994|5189544|1|RUSSIA
1997|6635684|0|JAPAN
1994|4619328|8|IRAN
1994|433062|3|IRAN
1992|2311264|2|IRAQ
1997|2455718|5|CHINA
1992|4914836|7|KENYA
1993|6220122|6|KENYA
1997|3761004|0|KENYA
1995|1158032|5|PERU
1996|2027956|10|INDIA
1995|6228722|9|KENYA
1997|1014678|3|INDONESIA
1994|2029356|5|INDONESIA
1994|5221980|7|CHINA
1996|4931870|3|INDONESIA
1997|2903100|4|ROMANIA
1996|5370735|1|CHINA
1992|2324080|5|CANADA
1997|2183325|6|MOZAMBIQUE
1996|1602205|3|KENYA
1997|728775|6|IRAQ
1992|5396635|0|PERU
1996|6563475|1|INDONESIA
1994|3794830|3|INDIA
1992|4086740|0|INDIA
1995|4086740|10|CANADA
1997|2775064|8|INDIA
1994|1756272|9|JAPAN
1997|2195340|4|JAPAN
1995|6878732|0|ALGERIA
1994|2050384|3|UNITED STATES
1994|6151152|1|RUSSIA
1994|3813056|9|CHINA
1995|5426272|4|CHINA
1996|2494852|2|VIETNAM
1993|7195944|10|ARGENTINA
1997|1177256|6|CHINA
1998|588628|8|ETHIOPIA
1996|2797883|8|ETHIOPIA
1998|1178056|4|GERMANY
1993|3831282|9|UNITED STATES
1998|1769484|2|CHINA
1995|1328013|2|UNITED KINGDOM
1996|2805483|10|GERMANY
1992|1775484|8|VIETNAM
1996|6366494|8|JAPAN
1993|5478146|9|CHINA
1997|3558192|4|MOZAMBIQUE
1995|7125984|3|INDONESIA
1996|4905714|0|UNITED STATES
1997|5203030|4|KENYA
1996|4763456|4|UNITED STATES
1993|894354|7|JAPAN
1997|894354|5|INDONESIA
1995|7010473|1|ROMANIA
1996|1491590|2|BRAZIL
1996|2240385|6|JAPAN
1998|4480770|0|ALGERIA
1993|3136539|4|JAPAN
1997|3136539|6|JAPAN
1998|4035393|1|GERMANY
1997|149559|8|JAPAN
1993|3140739|9|JAPAN
1998|1046913|4|ROMANIA
1995|5088406|10|UNITED STATES
1993|2845421|0|ALGERIA
1994|4792288|5|VIETNAM
1993|6294078|3|ARGENTINA
1993|3746475|4|CHINA
1998|5694642|9|INDONESIA
1997|6743655|7|CHINA
1993|7202880|4|MOZAMBIQUE
1993|4951980|8|INDIA
1995|5852340|2|CANADA
1998|2702880|4|GERMANY
1996|750800|6|ROMANIA
1993|5860140|5|JAPAN
1997|2404160|3|IRAN
1996|1051820|4|ARGENTINA
1993|4811520|5|VIETNAM
1998|5416560|5|EGYPT
1993|2557820|2|JORDAN
1995|5122440|0|UNITED KINGDOM
1993|301520|6|FRANCE
1996|4676660|10|IRAN
1993|2413760|10|RUSSIA
1992|4981680|5|ARGENTINA
1993|6491280|5|CHINA
1995|301920|0|CHINA
1994|3476703|3|JAPAN
1997|1663871|3|KENYA
1997|2268915|7|KENYA
1992|4994913|8|MOROCCO
1993|5607757|3|IRAN
1996|6820245|6|RUSSIA
1992|6062440|0|RUSSIA
1994|6976406|8|UNITED STATES
1992|6525723|2|MOZAMBIQUE
1995|7142167|4|CANADA
1995|2583337|4|CANADA
1993|4105674|0|MOROCCO
1998|3801550|9|BRAZIL
1992|1979406|5|JAPAN
1992|5180308|6|ROMANIA
1998|304724|7|UNITED STATES
1998|1675982|7|ROMANIA
1995|6708328|8|RUSSIA
1993|5187108|1|IRAQ
1992|457686|8|IRAQ
1994|2595254|10|CHINA
1996|457986|6|INDONESIA
1996|5041146|10|PERU
1996|3666288|7|PERU
1997|3668688|9|CANADA
1994|2140068|4|INDIA
1998|5812556|1|BRAZIL
1995|3824050|7|MOZAMBIQUE
1994|3977012|0|INDONESIA
1996|5506632|3|INDIA
1995|7347024|1|MOZAMBIQUE
1996|7658150|8|RUSSIA
1996|3831575|0|ROMANIA
1997|1380267|10|JAPAN
1992|613452|7|JAPAN
1997|2148482|2|EGYPT
1997|1382067|10|ARGENTINA
1995|2610571|9|VIETNAM
1992|460989|1|CHINA
1996|307326|10|MOZAMBIQUE
1997|153663|2|CHINA
1996|153763|0|MOZAMBIQUE
1996|1230104|10|EGYPT
1994|5388705|2|RUSSIA
1996|2617371|2|ARGENTINA
1993|6932880|4|CHINA
1997|1695804|8|MOZAMBIQUE
1997|2931016|8|JAPAN
1998|6641952|0|KENYA
1994|618256|7|UNITED STATES
1997|2474624|9|IRAN
1995|5103912|8|RUSSIA
1998|1546640|1|KENYA
1996|464292|8|KENYA
1994|3869100|0|UNITED STATES
1993|5575104|0|CHINA
1993|4962080|6|INDONESIA
1995|2946235|2|INDONESIA
1997|1707915|2|GERMANY
1993|4505585|6|GERMANY
1993|2644605|7|MOZAMBIQUE
1994|3580295|1|IRAQ
1994|467895|7|CANADA
1993|5150178|6|JAPAN
1995|1248528|9|INDONESIA
1998|468198|9|JAPAN
1998|7813300|10|EGYPT
1992|6719438|7|RUSSIA
1992|5632776|8|RUSSIA
1992|156666|3|VIETNAM
1996|783830|8|INDIA
1997|4549114|0|EGYPT
1993|1883592|10|ETHIOPIA
1996|4865946|10|PERU
1997|6439747|2|ARGENTINA
1996|7072515|0|IRAN
1994|5815179|9|IRAN
1994|2988073|5|MOZAMBIQUE
1995|6613614|4|CHINA
