INDONESIA|369699|1|51755|3
GERMANY|2229870|0|10434|15
INDIA|5733668|9|71551|37
JAPAN|1081160|5|91761|8
EGYPT|4327075|2|29499|25
ROMANIA|1574234|5|89220|17
JAPAN|2028858|8|9173|13
INDONESIA|1170048|4|78723|8
RUSSIA|1498635|3|49693|15
GERMANY|2700450|4|42616|25
INDONESIA|1841574|9|44960|14
ROMANIA|4823148|7|21330|33
VIETNAM|2106300|3|68014|20
MOZAMBIQUE|3514350|8|1557|35
BRAZIL|560600|2|93108|4
ROMANIA|3025817|4|25203|31
PERU|4460295|9|15028|35
ROMANIA|5883300|10|29433|45
EGYPT|8307984|2|29499|48
EGYPT|282312|10|39181|3
ARGENTINA|3473660|2|69000|20
UNITED STATES|4722984|2|90659|28
INDONESIA|97407|7|84966|1
MOZAMBIQUE|4365196|8|98503|44
EGYPT|872152|9|45800|8
RUSSIA|992272|0|44156|8
IRAN|7980218|4|29194|46
EGYPT|4552536|8|77222|31
INDONESIA|3150900|8|36225|25
ALGERIA|4772166|9|42371|42
PERU|3546207|5|45506|27
IRAQ|2766745|10|2378|29
RUSSIA|3107634|5|89339|34
MOZAMBIQUE|3115300|0|98463|20
CHINA|7377440|1|84926|49
ROMANIA|4955280|9|88146|33
ETHIOPIA|5206530|5|93270|35
VIETNAM|2508528|6|19243|22
VIETNAM|4363250|0|99552|31
ROMANIA|3202982|7|45275|19
INDONESIA|4708748|10|25119|44
ALGERIA|6217872|1|47277|48
MOZAMBIQUE|1772498|10|1904|13
IRAQ|3339175|1|2378|35
INDONESIA|459505|3|40570|5
CHINA|4528800|10|50860|30
UNITED KINGDOM|1386126|2|5084|14
IRAQ|4642529|0|23705|31
VIETNAM|842520|10|68014|8
INDIA|3919760|10|14155|26
BRAZIL|2835120|5|15532|30
VIETNAM|1898400|1|44437|21
EGYPT|6419664|2|90468|48
KENYA|2054240|4|7342|20
JAPAN|3559885|7|55288|35
CANADA|370299|8|75864|3
INDIA|637685|1|15167|5
INDIA|3808630|7|33170|35
EGYPT|4161722|2|27139|38
ARGENTINA|3863654|4|26172|31
ROMANIA|6215374|4|50365|47
KENYA|1186569|9|76779|9
INDIA|2615671|7|18973|17
JORDAN|7690142|0|26550|46
RUSSIA|1953686|8|1427|14
KENYA|7412900|8|53794|50
UNITED KINGDOM|2171340|4|67111|18
JAPAN|5441796|3|5801|36
VIETNAM|1325856|1|7454|14
JAPAN|541380|10|47540|4
INDIA|5963655|7|33722|41
EGYPT|2137104|1|67451|18
EGYPT|7788735|5|29499|45
RUSSIA|1821798|0|91375|18
UNITED KINGDOM|7519687|9|6098|49
BRAZIL|6585038|8|30512|46
KENYA|2532288|6|74507|16
INDIA|2775064|8|16748|19
CHINA|5150544|5|81321|42
PERU|6182560|6|257|40
EGYPT|5055921|1|51680|39
MOZAMBIQUE|2868642|0|65498|18
CHINA|5504004|10|65869|41
CANADA|3367158|0|1875|31
ALGERIA|91101|4|89490|1
ETHIOPIA|374802|4|95716|3
IRAQ|4936448|1|86426|32
EGYPT|2408550|7|10228|15
UNITED STATES|1482120|1|82143|15
VIETNAM|6194115|9|97292|45
UNITED STATES|1978488|8|82753|12
ROMANIA|6033701|2|69731|37
INDIA|4134624|0|52573|39
ALGERIA|4092410|10|93699|35
PERU|300030|7|49061|3
JAPAN|5854240|5|91638|40
CHINA|336356|9|57921|2
ETHIOPIA|5129544|5|83334|42
ETHIOPIA|4666928|4|37438|28
GERMANY|3922094|10|35706|38
ROMANIA|3706400|4|47392|32
SAUDI ARABIA|5162388|5|29992|44
JAPAN|6230160|4|96911|45
INDONESIA|3129544|4|16291|22
UNITED KINGDOM|1848206|7|98971|17
PERU|2103680|8|33516|19
ETHIOPIA|1882991|5|50854|11
CHINA|4689091|4|78899|31
RUSSIA|5903548|1|98252|46
IRAQ|3206782|4|83913|19
MOZAMBIQUE|981856|0|35169|8
CHINA|3907217|4|63174|23
PERU|5891270|10|76404|49
IRAQ|5491440|6|43378|45
ARGENTINA|7990848|0|24898|48
VIETNAM|4721120|8|53874|40
MOZAMBIQUE|5960700|0|7394|36
CHINA|6286680|3|92419|40
UNITED STATES|6154898|8|88837|38
ETHIOPIA|354384|7|9996|3
JAPAN|6285716|0|20180|46
EGYPT|344364|2|96015|2
UNITED STATES|4178114|1|82067|37
BRAZIL|1725820|9|97823|10
JAPAN|925584|3|19027|6
INDONESIA|1465584|4|46622|12
INDIA|281700|9|63211|2
INDIA|3037220|9|57837|20
BRAZIL|3546438|6|10459|21
MOZAMBIQUE|617472|6|20026|6
IRAQ|1265275|1|37436|11
KENYA|3770032|3|30754|28
RUSSIA|1179369|4|95350|9
INDONESIA|2608729|0|82604|23
UNITED KINGDOM|3985509|5|5155|23
ETHIOPIA|2562720|1|65909|16
MOZAMBIQUE|3534114|5|98905|38
INDONESIA|3681342|8|46311|27
RUSSIA|1288417|6|82321|13
MOZAMBIQUE|7078280|8|24772|44
KENYA|568224|0|29252|6
ETHIOPIA|1894200|3|30639|21
PERU|3083976|8|28869|21
JAPAN|5593140|8|56223|36
UNITED STATES|1983960|9|65617|18
ROMANIA|4313874|6|10094|38
UNITED KINGDOM|910584|8|99992|8
IRAQ|738798|6|83053|6
ROMANIA|759816|8|45623|6
MOROCCO|2898125|6|49952|25
JAPAN|2147082|8|72843|14
KENYA|4767048|2|19097|39
ROMANIA|894954|3|81593|6
IRAQ|3944446|4|34882|41
JAPAN|2875936|0|23798|28
EGYPT|6291983|9|17474|41
INDIA|4952250|10|58443|30
MOZAMBIQUE|1025892|7|35995|7
MOROCCO|6877150|5|97308|49
IRAQ|3268965|1|30907|21
MOZAMBIQUE|1737637|7|17754|11
KENYA|4169724|5|47619|39
PERU|170780|8|13140|1
RUSSIA|7657034|0|86207|49
UNITED STATES|3613092|5|11598|28
JAPAN|1010868|5|93839|6
MOZAMBIQUE|3620000|9|5052|40
RUSSIA|5468895|7|69612|45
UNITED KINGDOM|4004250|3|82139|25
INDONESIA|3845923|7|16070|41
EGYPT|3737578|10|34858|26
ETHIOPIA|2864736|0|14965|28
ARGENTINA|6732000|1|45579|48
JORDAN|5258916|8|99480|39
ROMANIA|1189153|1|52188|7
EGYPT|3205027|2|76535|23
IRAN|5333300|8|6879|38
MOZAMBIQUE|7330974|10|65498|46
SAUDI ARABIA|4076572|6|19136|43
EGYPT|2227194|10|22987|18
CHINA|1054143|3|44283|9
GERMANY|2875896|6|38094|24
CANADA|4363056|8|8402|41
FRANCE|3532540|3|3049|22
GERMANY|593432|2|41472|4
MOZAMBIQUE|4356384|9|53947|46
PERU|1269459|9|46396|9
SAUDI ARABIA|3355540|7|34497|20
VIETNAM|3911328|1|7888|24
INDIA|5480508|9|60002|33
BRAZIL|4769888|4|56959|32
IRAN|5212858|1|44629|46
INDONESIA|2785992|1|34332|22
MOZAMBIQUE|1462362|9|72015|11
RUSSIA|1314642|7|46310|14
PERU|2920324|0|63767|22
GERMANY|726275|7|76610|5
KENYA|786954|10|40464|7
JAPAN|3900317|2|86272|23
MOZAMBIQUE|1907828|0|44625|13
ROMANIA|4680150|7|43447|50
KENYA|1666176|5|84067|12
INDONESIA|6276521|9|22491|47
INDONESIA|2008622|10|32718|22
KENYA|5437775|0|75941|35
VIETNAM|215834|0|44438|2
CHINA|2880180|6|50410|30
CHINA|4237388|10|40735|37
ALGERIA|6417662|6|36614|47
CHINA|4558884|1|14208|33
UNITED STATES|3583825|3|91779|25
UNITED STATES|1164084|10|18258|12
RUSSIA|1349684|2|22861|14
MOROCCO|919387|6|54238|7
CHINA|2178501|9|59716|13
CANADA|3957886|8|24719|23
MOZAMBIQUE|4996320|10|96327|35
VIETNAM|1731830|5|77945|10
EGYPT|6037626|2|34858|42
ALGERIA|3103410|2|21871|31
JORDAN|3307584|10|49620|28
EGYPT|5574477|7|51680|43
MOROCCO|318348|10|68847|3
INDONESIA|840120|0|52471|8
SAUDI ARABIA|1947696|10|73248|16
UNITED STATES|6154898|0|88837|38
ALGERIA|1237665|10|42493|13
ALGERIA|1946742|5|44401|21
ARGENTINA|7347285|1|45670|45
INDIA|1272975|1|65766|11
JAPAN|1148424|7|35665|8
BRAZIL|7289700|4|14416|44
GERMANY|2680377|1|73193|21
VIETNAM|4255924|7|35577|29
UNITED KINGDOM|1638552|1|89598|12
UNITED STATES|4302350|8|58876|26
EGYPT|1693790|9|21074|10
JAPAN|1118821|2|55288|11
GERMANY|1713800|8|43837|19
IRAN|3301128|5|72281|24
ALGERIA|143653|4|79214|1
BRAZIL|1067077|3|94081|11
JORDAN|3126294|3|56970|18
EGYPT|5719584|3|44604|39
UNITED STATES|3194856|5|23032|27
GERMANY|2398374|9|30826|18
CHINA|5762286|3|3574|34
INDONESIA|327657|2|35959|3
RUSSIA|1543464|5|78767|13
EGYPT|2993773|9|66667|19
CHINA|3092148|4|40735|27
UNITED STATES|4113774|7|79582|27
CANADA|4901256|4|44186|36
VIETNAM|5012964|4|52471|36
UNITED KINGDOM|6798738|7|13500|47
IRAQ|6050686|7|71312|47
JAPAN|644014|9|11589|7
ARGENTINA|1521828|1|43584|11
GERMANY|2702880|4|31668|18
CANADA|3403650|0|44186|25
MOZAMBIQUE|643480|6|24772|4
IRAQ|1138643|2|69842|11
JAPAN|3942576|3|75584|24
RUSSIA|4003956|1|77838|36
JAPAN|270690|9|47540|2
PERU|4911454|4|63767|37
KENYA|1185987|0|55856|11
EGYPT|4170528|4|56636|27
INDIA|3461780|6|77653|35
IRAN|3244164|2|39964|33
RUSSIA|1309995|9|55605|9
INDIA|131141|4|71171|1
UNITED KINGDOM|3308328|5|38341|24
IRAQ|6082393|10|40467|43
UNITED STATES|3868818|2|74473|38
RUSSIA|7207700|5|38466|50
MOZAMBIQUE|1104510|0|1557|11
UNITED KINGDOM|2284422|6|81078|14
ALGERIA|4857984|10|71411|36
ROMANIA|5043899|8|87784|47
ALGERIA|1543640|7|9916|10
CHINA|2337102|0|53963|18
KENYA|1068160|5|96343|10
JAPAN|6516278|8|60614|38
VIETNAM|5487563|1|88762|41
ARGENTINA|3182004|2|43584|23
INDONESIA|2759724|2|45129|27
ARGENTINA|2703121|5|8824|23
RUSSIA|3557272|2|1025|23
GERMANY|1914341|8|27433|13
UNITED STATES|817696|2|63728|8
SAUDI ARABIA|148358|1|32201|1
UNITED STATES|3582457|0|13065|29
JAPAN|4382350|3|65808|38
EGYPT|5279616|1|1095|36
CHINA|3384045|9|49176|27
VIETNAM|509337|7|96273|3
ROMANIA|2929120|4|77040|20
CHINA|7195944|1|77496|49
GERMANY|6364776|5|68807|44
ALGERIA|2463691|6|2269|23
VIETNAM|4675482|6|62344|42
MOZAMBIQUE|1884080|4|2946|20
INDONESIA|6111419|5|79172|41
JAPAN|4383556|8|94703|41
CANADA|2100840|10|29095|14
JAPAN|4353292|2|68064|34
ARGENTINA|2884287|6|4660|21
INDIA|6735234|10|41654|41
KENYA|2581656|6|63584|28
PERU|1300400|3|18051|10
VIETNAM|1425075|9|10717|15
UNITED STATES|618256|7|58690|4
MOZAMBIQUE|1091299|1|98503|11
MOZAMBIQUE|604150|8|83530|5
BRAZIL|3896625|1|77503|25
GERMANY|2038014|6|4214|18
KENYA|2338299|3|25052|17
KENYA|2200220|4|2200|22
UNITED STATES|601260|9|61800|6
FRANCE|162572|4|57747|1
ROMANIA|5105440|0|88146|34
ALGERIA|927020|5|44401|10
GERMANY|325254|3|44945|3
ALGERIA|3742004|4|16249|28
CANADA|5435080|2|50738|49
UNITED STATES|3642464|8|4446|23
VIETNAM|2813050|6|61735|25
MOZAMBIQUE|4584132|10|70873|36
VIETNAM|761616|10|75065|6
RUSSIA|3154606|7|65608|26
VIETNAM|3202956|0|96013|27
VIETNAM|4493775|3|41254|39
EGYPT|2662682|3|69604|22
EGYPT|2625888|6|56636|17
PERU|2034675|10|5022|15
KENYA|2689469|4|19640|19
MOZAMBIQUE|2355100|9|2946|25
ARGENTINA|832496|7|51998|7
GERMANY|2540382|6|40214|26
FRANCE|142952|4|8667|1
KENYA|4198246|1|53656|26
JAPAN|1396296|6|88272|11
MOZAMBIQUE|4901750|3|27402|35
GERMANY|2650175|10|16805|23
ROMANIA|558105|2|14297|5
SAUDI ARABIA|5093480|10|24947|40
KENYA|5119040|1|77287|34
BRAZIL|5346831|1|52106|49
IRAQ|3477075|6|16766|21
RUSSIA|2986390|9|95478|22
VIETNAM|1725820|7|99642|10
GERMANY|5631963|9|38094|47
IRAQ|6259623|6|49244|37
JAPAN|3431400|0|64540|38
CANADA|1012110|5|81588|10
IRAQ|1240265|5|2378|13
MOZAMBIQUE|3481225|8|35998|25
CHINA|5444142|5|47173|33
INDONESIA|5023518|1|74257|43
JORDAN|5505940|8|98430|44
GERMANY|1030799|6|27433|7
MOZAMBIQUE|4642470|2|97515|35
VIETNAM|3181851|9|75388|29
IRAQ|2270284|6|68833|23
UNITED STATES|791646|7|52873|6
VIETNAM|3336075|0|58357|25
UNITED KINGDOM|3171000|0|13072|35
UNITED STATES|2259630|2|54319|18
ROMANIA|637876|9|14100|4
CANADA|4625796|4|83315|49
VIETNAM|2573172|2|98296|21
CANADA|2935119|9|81588|29
ARGENTINA|8029777|4|95590|49
INDONESIA|2724920|8|2816|20
CHINA|2211968|6|50192|16
IRAQ|688728|10|57818|4
VIETNAM|1104384|2|43028|8
ARGENTINA|7685542|7|63212|46
MOZAMBIQUE|671720|2|3349|5
VIETNAM|3694842|1|79323|27
GERMANY|1296576|1|11473|8
IRAN|3383240|7|51171|28
VIETNAM|2590056|8|83274|28
KENYA|6695080|8|54134|40
PERU|3237250|6|83387|23
EGYPT|3226432|5|44604|22
EGYPT|5564256|7|12070|32
CANADA|4012092|0|15868|29
EGYPT|7880352|10|44625|48
UNITED STATES|2373138|0|24118|18
GERMANY|6716655|7|54449|45
EGYPT|6069668|7|402|44
GERMANY|131441|1|30453|1
FRANCE|380808|8|62106|3
ARGENTINA|3427380|7|62853|36
UNITED STATES|3476225|3|39598|25
VIETNAM|7317740|5|88684|43
UNITED STATES|475104|10|91783|3
UNITED STATES|1936452|9|6704|12
ETHIOPIA|2537782|2|10897|26
INDONESIA|3781830|9|47801|26
ETHIOPIA|4546830|10|79552|30
JAPAN|7264642|7|93435|49
INDIA|1366515|10|70987|15
VIETNAM|3455911|8|84875|37
JAPAN|6050808|7|83541|36
MOZAMBIQUE|2455541|7|79483|19
INDONESIA|4390828|5|98872|26
PERU|1872702|1|10641|13
ROMANIA|3508318|5|14100|22
KENYA|1589016|3|19097|13
INDONESIA|3409248|7|36252|24
RUSSIA|1398285|0|54878|9
INDIA|3567022|8|60265|37
JAPAN|557396|7|23716|4
KENYA|7223011|10|35543|43
VIETNAM|1575308|4|77545|14
KENYA|1192290|9|14375|10
GERMANY|2820702|0|62299|19
ROMANIA|2928210|6|25203|30
UNITED STATES|381620|7|68651|4
UNITED STATES|148358|1|91536|1
VIETNAM|1110897|5|85429|9
ROMANIA|1339452|0|14297|12
ARGENTINA|5731539|0|69000|33
CANADA|6640704|1|15868|48
MOROCCO|2709000|0|92092|30
CHINA|1517610|1|23372|10
INDIA|2873520|3|21701|26
SAUDI ARABIA|1537020|4|64877|9
IRAQ|6789648|1|40467|48
CHINA|1441451|1|8908|11
ALGERIA|1587225|5|43190|15
INDIA|2524170|2|43551|15
MOROCCO|2327475|0|98082|15
IRAN|5233600|1|3525|40
INDIA|653821|5|26531|7
INDONESIA|3534570|1|64829|26
MOZAMBIQUE|3172281|3|34000|21
ALGERIA|1520832|9|43943|12
UNITED KINGDOM|3748507|10|98141|37
VIETNAM|4549436|8|91859|31
RUSSIA|1871389|10|60836|13
MOZAMBIQUE|4730175|2|24406|45
ETHIOPIA|7662600|2|2710|45
JAPAN|1388376|1|19027|9
EGYPT|1403500|2|32155|10
ETHIOPIA|4592902|7|29783|41
VIETNAM|3018813|4|20179|21
EGYPT|4279776|3|90468|32
UNITED STATES|367896|10|59260|3
PERU|4510558|7|11436|26
ROMANIA|2324308|10|57484|19
MOZAMBIQUE|1792692|10|17184|11
ROMANIA|2118636|4|28928|13
INDONESIA|2457888|5|90864|24
KENYA|2518155|5|95630|15
RUSSIA|4978380|4|56002|33
INDIA|1478796|7|15188|12
INDONESIA|3796542|7|36583|38
ARGENTINA|564110|7|86215|5
INDONESIA|1822425|0|86253|11
KENYA|3761004|0|21877|26
PERU|5564304|9|257|36
GERMANY|3899125|9|38495|25
JAPAN|957744|6|6489|9
RUSSIA|4296662|0|74791|37
JAPAN|7957172|8|404|46
CHINA|4988280|9|81137|30
GERMANY|5448509|6|27433|37
CHINA|225444|10|47258|2
UNITED STATES|789846|4|61506|6
MOZAMBIQUE|4966143|10|70873|39
CHINA|5490014|9|31185|34
CHINA|1716360|9|97874|15
KENYA|921000|5|88357|8
UNITED KINGDOM|5815451|4|83989|47
ALGERIA|4989704|4|55031|34
MOZAMBIQUE|3822665|2|19869|35
VIETNAM|5137944|0|13193|42
BRAZIL|2064984|0|72210|12
FRANCE|7534368|10|5405|48
INDIA|2004759|4|34051|17
CANADA|5021101|10|21493|31
VIETNAM|726786|1|89972|6
CHINA|1158642|4|14071|9
VIETNAM|894568|9|56824|8
UNITED STATES|3503052|4|30957|36
CHINA|543600|8|17532|6
JAPAN|7177650|4|35665|50
EGYPT|5042144|0|1144|32
ARGENTINA|525075|5|32734|5
CHINA|4010523|1|53631|33
ALGERIA|1673388|4|59223|12
VIETNAM|2412600|2|78902|20
GERMANY|5024232|0|11473|31
GERMANY|7794381|6|12144|49
EGYPT|2598393|0|84890|21
KENYA|7202202|2|97068|42
GERMANY|768733|2|69710|7
GERMANY|4359599|0|6703|37
UNITED STATES|5306662|5|24804|38
IRAN|3929175|1|48264|25
ARGENTINA|4291320|4|56551|33
ROMANIA|2247200|2|91987|16
MOROCCO|2298480|6|91416|20
ARGENTINA|463510|6|34861|5
CHINA|1641178|4|76421|14
UNITED STATES|4641860|8|27519|46
EGYPT|1204709|3|27139|11
MOZAMBIQUE|4156392|5|38658|24
ROMANIA|4011066|8|366|27
EGYPT|311139|5|30226|3
FRANCE|5576050|4|63610|50
JAPAN|4859552|4|95861|32
ETHIOPIA|1827789|1|78493|17
VIETNAM|4510528|5|35845|44
EGYPT|1102969|9|66667|7
CANADA|5252100|2|29095|35
INDONESIA|2430175|8|76261|25
ARGENTINA|688344|9|65032|6
UNITED KINGDOM|6752372|10|6098|44
MOZAMBIQUE|925800|10|39132|8
KENYA|5470709|7|40475|37
INDONESIA|1110024|9|92896|12
PERU|1720890|5|85539|18
SAUDI ARABIA|5472980|2|37602|34
ROMANIA|6558972|6|50861|42
VIETNAM|1169451|8|29829|9
KENYA|416544|10|38227|3
UNITED STATES|473601|0|57483|3
RUSSIA|4554414|4|49843|46
RUSSIA|822870|7|11197|5
INDONESIA|2061408|1|56191|16
FRANCE|5974764|10|36062|43
MOZAMBIQUE|4778070|2|95342|30
INDIA|6648197|0|93827|47
INDIA|2666844|5|9756|18
CHINA|1316410|3|73530|10
MOZAMBIQUE|2959992|5|93723|24
EGYPT|4662643|2|25501|41
PERU|2052410|0|35410|17
ALGERIA|2758112|4|45964|16
UNITED KINGDOM|5651727|6|38341|41
CHINA|3603850|6|72512|25
ALGERIA|3981768|7|60616|42
ROMANIA|4978176|5|98375|42
UNITED STATES|4888065|0|42550|39
INDONESIA|1102812|1|40570|12
PERU|1723820|9|4490|10
CANADA|6395664|7|89317|48
RUSSIA|1028304|4|12969|8
ROMANIA|3964200|0|71965|25
EGYPT|128238|8|16515|1
GERMANY|4505585|6|98993|29
ROMANIA|1974615|9|81399|15
KENYA|2532760|8|94759|23
UNITED STATES|5797662|2|8690|39
EGYPT|2243780|10|66642|14
INDONESIA|5632950|5|86253|34
GERMANY|4826448|9|26954|33
JAPAN|1413060|0|71681|15
CHINA|2880087|0|7401|21
UNITED STATES|2280978|6|25284|21
EGYPT|2678639|8|1144|17
INDIA|332152|7|60002|2
ROMANIA|3587920|6|66865|35
VIETNAM|480810|6|68668|3
MOZAMBIQUE|6647040|1|35475|40
ALGERIA|2385196|5|55190|22
ROMANIA|5204142|10|40007|34
IRAQ|162372|10|12042|1
CHINA|1117210|2|46383|10
EGYPT|2352600|5|39181|25
UNITED STATES|2978871|7|6572|21
INDIA|4411630|3|35722|46
MOZAMBIQUE|601150|8|3878|5
INDONESIA|2775064|0|29506|19
INDONESIA|5055634|1|29106|38
EGYPT|1321704|7|77222|9
GERMANY|546184|2|12239|4
VIETNAM|167177|3|99119|1
ARGENTINA|3081280|1|986|20
GERMANY|661920|4|48927|6
EGYPT|3225409|6|42619|29
MOZAMBIQUE|3558192|4|37843|24
UNITED KINGDOM|827082|1|38341|6
ARGENTINA|2470760|9|56551|19
ROMANIA|2275025|1|37402|25
CHINA|6899508|8|20386|42
VIETNAM|3800380|7|19673|38
GERMANY|4043472|4|15119|24
CHINA|4982771|7|53631|41
PERU|844120|4|41302|8
EGYPT|1732819|8|33281|19
ETHIOPIA|987444|5|69470|6
ETHIOPIA|2373746|3|95716|19
IRAN|2433640|3|36230|22
VIETNAM|5274424|0|71433|37
MOZAMBIQUE|6371850|0|64100|50
UNITED KINGDOM|286306|1|43881|2
KENYA|3243084|10|30686|26
UNITED STATES|2984273|2|96921|19
VIETNAM|4553502|0|21043|38
UNITED STATES|3685948|10|61506|28
RUSSIA|3958484|8|55065|34
ARGENTINA|3980360|2|97374|40
CHINA|7052550|5|2166|50
RUSSIA|5270724|10|94768|37
INDONESIA|4720200|2|16422|50
CHINA|2609168|1|64157|16
EGYPT|1824384|0|24303|16
MOZAMBIQUE|2719926|6|64862|22
MOZAMBIQUE|1400085|6|27924|9
SAUDI ARABIA|291921|0|94799|3
ETHIOPIA|4657983|9|92827|33
CANADA|5226287|2|13159|37
CANADA|5144813|6|70455|37
INDONESIA|7970928|6|47971|49
ROMANIA|1362276|1|10094|12
INDIA|1181700|3|38131|13
PERU|1729875|4|78387|15
UNITED STATES|5446311|10|24804|39
KENYA|853517|5|60695|7
KENYA|4777843|8|62439|49
ETHIOPIA|7664431|3|93413|47
ARGENTINA|2239842|9|28327|22
FRANCE|1827584|6|9724|16
JAPAN|6611440|4|68318|44
ALGERIA|469698|7|69824|3
EGYPT|4516479|7|75210|27
EGYPT|1488408|5|97744|12
IRAQ|3680800|8|37436|32
ARGENTINA|131541|9|26686|1
ROMANIA|5621100|1|25276|50
KENYA|5666040|6|25458|40
ETHIOPIA|493540|4|86860|5
PERU|785664|1|58586|8
ETHIOPIA|3980163|1|22396|29
KENYA|4814208|3|42660|42
VIETNAM|2797452|8|43838|28
JORDAN|2052410|1|57821|17
ARGENTINA|2138031|2|28327|21
JAPAN|1130008|4|3300|8
UNITED STATES|4889892|2|98671|42
KENYA|6330720|10|74507|40
ROMANIA|744912|4|81467|7
UNITED STATES|466904|6|11149|4
UNITED KINGDOM|1415403|7|78719|9
ARGENTINA|4072296|0|89548|24
KENYA|773640|10|22671|7
INDIA|3648228|5|80072|38
MOROCCO|4100480|8|80666|40
ARGENTINA|4401315|2|43434|45
KENYA|2355892|1|6976|14
KENYA|1041744|4|29252|11
MOZAMBIQUE|1030716|5|18740|9
INDONESIA|6162516|7|17584|36
CHINA|1234323|7|7401|9
CHINA|1450550|5|58158|10
IRAN|4057992|3|73686|36
EGYPT|3432462|1|78145|33
INDONESIA|2971350|10|63507|18
UNITED STATES|1489895|6|67761|11
IRAN|1100169|8|48264|7
EGYPT|3621606|10|89367|31
RUSSIA|2615629|0|43819|23
IRAQ|210430|3|7738|2
RUSSIA|4908889|10|98058|41
PERU|7322976|9|37928|48
JORDAN|6215774|3|66626|38
VIETNAM|8319171|7|96273|49
UNITED STATES|977562|1|25284|9
UNITED STATES|6847296|8|17229|48
VIETNAM|3574992|6|74300|24
SAUDI ARABIA|6766781|9|61893|43
ROMANIA|7477920|7|35485|45
IRAN|4624970|4|66860|35
JAPAN|402732|3|65832|3
EGYPT|852912|10|72823|6
EGYPT|4366350|5|69627|31
CHINA|643302|1|92074|6
VIETNAM|8674150|9|57393|50
INDONESIA|1733662|8|68915|14
ROMANIA|996480|8|67318|9
UNITED STATES|4346190|0|80914|27
UNITED STATES|1297517|5|13900|13
ETHIOPIA|1136124|1|30921|9
CHINA|6351850|3|89240|50
INDONESIA|1138704|6|47971|7
GERMANY|5048599|2|12620|47
EGYPT|5874240|4|77222|40
INDONESIA|3820223|3|51755|31
INDIA|2134095|4|63673|17
UNITED STATES|2488125|2|59299|15
EGYPT|2722419|9|51680|21
VIETNAM|2037093|6|21043|17
VIETNAM|3370800|6|9622|24
KENYA|2052271|4|20681|13
PERU|3771160|6|18051|29
RUSSIA|473901|0|82395|3
FRANCE|2438580|8|57747|15
RUSSIA|929184|5|15251|6
CHINA|995064|4|55303|7
RUSSIA|3636955|6|28575|35
INDONESIA|214234|3|93529|2
IRAN|1572928|3|65722|16
UNITED STATES|1301608|10|23032|11
RUSSIA|8418900|9|49423|50
ROMANIA|1459548|1|4231|9
EGYPT|6565716|9|85178|38
INDIA|4673504|8|23607|44
EGYPT|3724702|2|82088|29
INDIA|6396840|3|22813|45
ETHIOPIA|5602450|1|46559|35
JAPAN|3868491|10|1385|33
